"Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title","MMWRyear","MMWRweek","Collection_Season","Type","clade","G_clade","Collection_YearWeek","Collection_Date_dec"
"MZ515680.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0109-V02","ssRNA(-)",15276,"complete","Netherlands",2019-11-06,"Human respiratory syncytial virus A isolate UU01A-0109-V02, complete genome",2019,45,"2019/2020","A","A.D.1","GA2.3.5","2019/45",2019.84657534247
"MZ515681.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-9267-V01","ssRNA(-)",15281,"complete","United Kingdom",2020-01-11,"Human respiratory syncytial virus A isolate OX02-9267-V01, complete genome",2020,2,"2019/2020","A","A.D","GA2.3.5","2020/02",2020.02732240437
"MZ515682.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8031-V01","ssRNA(-)",15275,"complete","United Kingdom",2019-11-28,"Human respiratory syncytial virus A isolate OX02-8031-V01, complete genome",2019,48,"2019/2020","A","A.D.4.1","GA2.3.5","2019/48",2019.90684931507
"MZ515685.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8433-D02","ssRNA(-)",15275,"complete","United Kingdom",2018-11-14,"Human respiratory syncytial virus A isolate OX02-8433-D02, complete genome",2018,46,"2018/2019","A","A.D.1","GA2.3.5","2018/46",2018.86849315069
"MZ515686.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0047-V02","ssRNA(-)",15269,"partial","Spain",2019-01-08,"Human respiratory syncytial virus A isolate SE01A-0047-V02, partial genome",2019,2,"2018/2019","A","A.D.1","GA2.3.5","2019/02",2019.01917808219
"MZ515687.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-9216-D02","ssRNA(-)",15276,"complete","United Kingdom",2019-12-04,"Human respiratory syncytial virus A isolate OX02-9216-D02, complete genome",2019,49,"2019/2020","A","A.D.1","GA2.3.5","2019/49",2019.92328767123
"MZ515688.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0120-V02","ssRNA(-)",15276,"complete","Spain",2019-11-25,"Human respiratory syncytial virus A isolate SE01A-0120-V02, complete genome",2019,48,"2019/2020","A","A.D.1","GA2.3.5","2019/48",2019.89863013699
"MZ515689.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8492-V01","ssRNA(-)",15277,"complete","United Kingdom",2018-12-19,"Human respiratory syncytial virus A isolate OX02-8492-V01, complete genome",2018,51,"2018/2019","A","A.D.1","GA2.3.5","2018/51",2018.96438356164
"MZ515690.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0155-D03","ssRNA(-)",15280,"complete","Netherlands",2019-12-13,"Human respiratory syncytial virus A isolate UU02-0155-D03, complete genome",2019,50,"2019/2020","A","A.D","GA2.3.5","2019/50",2019.94794520548
"MZ515692.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0001-V01","ssRNA(-)",15278,"complete","Spain",2018-12-04,"Human respiratory syncytial virus A isolate SE02-0001-V01, complete genome",2018,49,"2018/2019","A","A.D.3","GA2.3.5","2018/49",2018.92328767123
"MZ515693.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0023-D03","ssRNA(-)",15279,"complete","Spain",2020-01-05,"Human respiratory syncytial virus A isolate SE02-0023-D03, complete genome",2020,2,"2019/2020","A","A.D.3","GA2.3.5","2020/02",2020.01092896175
"MZ515695.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8032-D02","ssRNA(-)",15271,"complete","United Kingdom",2018-11-09,"Human respiratory syncytial virus A isolate OX02-8032-D02, complete genome",2018,45,"2018/2019","A","A.D.2.2","GA2.3.5","2018/45",2018.85479452055
"MZ515696.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0184-V02","ssRNA(-)",15276,"complete","Netherlands",2019-12-02,"Human respiratory syncytial virus A isolate UU01A-0184-V02, complete genome",2019,49,"2019/2020","A","A.D.2.1","GA2.3.5","2019/49",2019.91780821918
"MZ515700.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0154-D05","ssRNA(-)",15280,"complete","Netherlands",2019-12-27,"Human respiratory syncytial virus A isolate UU02-0154-D05, complete genome",2019,52,"2019/2020","A","A.D.1","GA2.3.5","2019/52",2019.98630136986
"MZ515701.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0126-V02","ssRNA(-)",15273,"complete","Netherlands",2019-12-13,"Human respiratory syncytial virus A isolate UU01A-0126-V02, complete genome",2019,50,"2019/2020","A","A.D.2.1","GA2.3.5","2019/50",2019.94794520548
"MZ515702.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0155-D04","ssRNA(-)",15277,"partial","Netherlands",2019-12-14,"Human respiratory syncytial virus A isolate UU02-0155-D04, partial genome",2019,50,"2019/2020","A","A.D","GA2.3.5","2019/50",2019.95068493151
"MZ515703.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0047-V01","ssRNA(-)",15275,"complete","Netherlands",2018-02-02,"Human respiratory syncytial virus A isolate UU02-0047-V01, complete genome",2018,5,"2017/2018","A","A.D.2.2","GA2.3.5","2018/05",2018.08767123288
"MZ515705.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0010-D02","ssRNA(-)",15066,"partial","Netherlands",2017-12-28,"Human respiratory syncytial virus A isolate UU02-0010-D02, partial genome",2017,52,"2017/2018","A","A.D","GA2.3.5","2017/52",2017.98904109589
"MZ515706.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0106-V02","ssRNA(-)",15275,"complete","Spain",2020-01-15,"Human respiratory syncytial virus A isolate SE01A-0106-V02, complete genome",2020,3,"2019/2020","A","A.D.1","GA2.3.5","2020/03",2020.03825136612
"MZ515709.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0165-D02","ssRNA(-)",15273,"complete","Netherlands",2020-01-08,"Human respiratory syncytial virus A isolate UU02-0165-D02, complete genome",2020,2,"2019/2020","A","A.D.2.1","GA2.3.5","2020/02",2020.01912568306
"MZ515717.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0103-V02","ssRNA(-)",15277,"complete","Netherlands",2019-12-18,"Human respiratory syncytial virus A isolate UU01A-0103-V02, complete genome",2019,51,"2019/2020","A","A.D.1","GA2.3.5","2019/51",2019.96164383562
"MZ515718.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0136-V02","ssRNA(-)",15273,"complete","Netherlands",2019-12-20,"Human respiratory syncytial virus A isolate UU01A-0136-V02, complete genome",2019,51,"2019/2020","A","A.D","GA2.3.5","2019/51",2019.96712328767
"MZ515720.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0165-V01","ssRNA(-)",15273,"complete","Netherlands",2020-01-07,"Human respiratory syncytial virus A isolate UU02-0165-V01, complete genome",2020,2,"2019/2020","A","A.D.2.1","GA2.3.5","2020/02",2020.01639344262
"MZ515722.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0060-V02","ssRNA(-)",15019,"partial","Netherlands",2018-11-30,"Human respiratory syncytial virus A isolate UU01A-0060-V02, partial genome",2018,48,"2018/2019","A","A.D.3","GA2.3.5","2018/48",2018.91232876712
"MZ515723.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8703-V01","ssRNA(-)",15279,"complete","United Kingdom",2019-11-21,"Human respiratory syncytial virus A isolate OX02-8703-V01, complete genome",2019,47,"2019/2020","A","A.D.3","GA2.3.5","2019/47",2019.88767123288
"MZ515731.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0070-V01","ssRNA(-)",15274,"complete","Netherlands",2018-12-18,"Human respiratory syncytial virus A isolate UU02-0070-V01, complete genome",2018,51,"2018/2019","A","A.D.3","GA2.3.5","2018/51",2018.96164383562
"MZ515734.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0112-V02","ssRNA(-)",15250,"complete","Netherlands",2019-12-10,"Human respiratory syncytial virus A isolate UU01A-0112-V02, complete genome",2019,50,"2019/2020","A","A.D.1","GA2.3.5","2019/50",2019.9397260274
"MZ515735.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0021-D04","ssRNA(-)",15286,"complete","Spain",2020-01-01,"Human respiratory syncytial virus A isolate SE02-0021-D04, complete genome",2020,1,"2019/2020","A","A.D.2.2.1","GA2.3.5","2020/01",2020
"MZ515737.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0100-D04","ssRNA(-)",15277,"complete","Spain",2019-11-29,"Human respiratory syncytial virus A isolate SE02-0100-D04, complete genome",2019,48,"2019/2020","A","A.D.1","GA2.3.5","2019/48",2019.9095890411
"MZ515739.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8663-D05","ssRNA(-)",14409,"partial","United Kingdom",2018-10-26,"Human respiratory syncytial virus A isolate OX02-8663-D05, partial genome",2018,43,"2018/2019","A","A.D","GA2.3.5","2018/43",2018.81643835616
"MZ515740.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0093-V01","ssRNA(-)",15277,"complete","Netherlands",2019-01-10,"Human respiratory syncytial virus A isolate UU02-0093-V01, complete genome",2019,2,"2018/2019","A","A.D.2.2","GA2.3.5","2019/02",2019.02465753425
"MZ515741.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0157-V01","ssRNA(-)",15273,"partial","Netherlands",2019-12-16,"Human respiratory syncytial virus A isolate UU02-0157-V01, partial genome",2019,51,"2019/2020","A","A.D.2.1","GA2.3.5","2019/51",2019.95616438356
"MZ515744.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0164-V02","ssRNA(-)",15280,"complete","Netherlands",2019-12-30,"Human respiratory syncytial virus A isolate UU01A-0164-V02, complete genome",2020,1,"2019/2020","A","A.D.1","GA2.3.5","2020/01",2019.99452054795
"MZ515749.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8271-V01","ssRNA(-)",15274,"complete","United Kingdom",2019-11-13,"Human respiratory syncytial virus A isolate OX02-8271-V01, complete genome",2019,46,"2019/2020","A","A.D.5.1","GA2.3.5","2019/46",2019.86575342466
"MZ515750.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0103-D03","ssRNA(-)",15282,"partial","Spain",2019-12-21,"Human respiratory syncytial virus A isolate SE02-0103-D03, partial genome",2019,51,"2019/2020","A","A.D.1","GA2.3.5","2019/51",2019.9698630137
"MZ515752.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8132-V01","ssRNA(-)",15283,"complete","United Kingdom",2018-12-05,"Human respiratory syncytial virus A isolate OX02-8132-V01, complete genome",2018,49,"2018/2019","A","A.D.3","GA2.3.5","2018/49",2018.92602739726
"MZ515755.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8608-D02","ssRNA(-)",15272,"complete","United Kingdom",2018-11-21,"Human respiratory syncytial virus A isolate OX02-8608-D02, complete genome",2018,47,"2018/2019","A","A.D.1","GA2.3.5","2018/47",2018.88767123288
"MZ515758.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0100-V01","ssRNA(-)",15274,"complete","Spain",2019-11-26,"Human respiratory syncytial virus A isolate SE02-0100-V01, complete genome",2019,48,"2019/2020","A","A.D.1","GA2.3.5","2019/48",2019.90136986301
"MZ515760.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0001-D03","ssRNA(-)",15279,"complete","Spain",2018-12-06,"Human respiratory syncytial virus A isolate SE02-0001-D03, complete genome",2018,49,"2018/2019","A","A.D.3","GA2.3.5","2018/49",2018.92876712329
"MZ515766.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0096-V02","ssRNA(-)",15273,"complete","Netherlands",2019-10-28,"Human respiratory syncytial virus A isolate UU01A-0096-V02, complete genome",2019,44,"2019/2020","A","A.D.2.1","GA2.3.5","2019/44",2019.82191780822
"MZ515768.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8054-D02","ssRNA(-)",15181,"complete","United Kingdom",2018-11-23,"Human respiratory syncytial virus A isolate OX02-8054-D02, complete genome",2018,47,"2018/2019","A","A.D.1","GA2.3.5","2018/47",2018.89315068493
"MZ515772.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8937-V01","ssRNA(-)",15274,"complete","United Kingdom",2018-12-14,"Human respiratory syncytial virus A isolate OX02-8937-V01, complete genome",2018,50,"2018/2019","A","A.D.1","GA2.3.5","2018/50",2018.95068493151
"MZ515773.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0167-V02","ssRNA(-)",15281,"complete","Spain",2020-01-02,"Human respiratory syncytial virus A isolate SE01A-0167-V02, complete genome",2020,1,"2019/2020","A","A.D.1","GA2.3.5","2020/01",2020.00273224044
"MZ515777.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0103-D02","ssRNA(-)",15276,"complete","Spain",2019-12-20,"Human respiratory syncytial virus A isolate SE02-0103-D02, complete genome",2019,51,"2019/2020","A","A.D.1","GA2.3.5","2019/51",2019.96712328767
"MZ515780.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0164-V01","ssRNA(-)",15276,"complete","Netherlands",2019-12-30,"Human respiratory syncytial virus A isolate UU02-0164-V01, complete genome",2020,1,"2019/2020","A","A.D.5","GA2.3.5","2020/01",2019.99452054795
"MZ515781.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0021-D05","ssRNA(-)",15283,"complete","Spain",2020-01-02,"Human respiratory syncytial virus A isolate SE02-0021-D05, complete genome",2020,1,"2019/2020","A","A.D.2.2.1","GA2.3.5","2020/01",2020.00273224044
