"Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title"
"PP377118.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101049","ssRNA(-)",15223,"complete","Finland",2018-04-05,"Human respiratory syncytial virus B isolate 358101049, complete genome"
"PP377120.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101002","ssRNA(-)",14701,"complete","Netherlands",2017-11-06,"Human respiratory syncytial virus B isolate 310101002, complete genome"
"PP377121.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102015","ssRNA(-)",15223,"complete","Netherlands",2018-12-06,"Human respiratory syncytial virus B isolate 310102015, complete genome"
"PP377122.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103045","ssRNA(-)",15223,"complete","Netherlands",2019-12-06,"Human respiratory syncytial virus B isolate 310103045, complete genome"
"PP377125.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103046","ssRNA(-)",15223,"complete","Finland",2020-03-06,"Human respiratory syncytial virus B isolate 358103046, complete genome"
"PP377129.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101056","ssRNA(-)",15221,"complete","Netherlands",2018-01-07,"Human respiratory syncytial virus B isolate 310101056, complete genome"
"PP377134.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102032","ssRNA(-)",15223,"complete","Germany",2019-03-07,"Human respiratory syncytial virus B isolate 490102032, complete genome"
"PP377138.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102044","ssRNA(-)",15223,"complete","Netherlands",2019-01-08,"Human respiratory syncytial virus B isolate 310102044, complete genome"
"PP377139.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103002","ssRNA(-)",15224,"complete","Spain",2019-11-08,"Human respiratory syncytial virus B isolate 340103002, complete genome"
"PP377140.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103060","ssRNA(-)",15178,"complete","Netherlands",2019-11-08,"Human respiratory syncytial virus B isolate 310103060, complete genome"
"PP377141.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101013","ssRNA(-)",15221,"complete","Netherlands",2017-12-08,"Human respiratory syncytial virus B isolate 310101013, complete genome"
"PP377142.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101071","ssRNA(-)",15221,"complete","Netherlands",2018-02-08,"Human respiratory syncytial virus B isolate 310101071, complete genome"
"PP377143.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102039","ssRNA(-)",15223,"complete","Spain",2019-02-08,"Human respiratory syncytial virus B isolate 340102039, complete genome"
"PP377147.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101058","ssRNA(-)",15223,"complete","Netherlands",2018-01-09,"Human respiratory syncytial virus B isolate 310101058, complete genome"
"PP377148.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330102009","ssRNA(-)",15222,"complete","France",2019-01-09,"Human respiratory syncytial virus B isolate 330102009, complete genome"
"PP377149.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103007","ssRNA(-)",15224,"complete","Netherlands",2020-01-09,"Human respiratory syncytial virus B isolate 310103007, complete genome"
"PP377151.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103034","ssRNA(-)",15223,"complete","France",2019-12-09,"Human respiratory syncytial virus B isolate 330103034, complete genome"
"PP377155.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102033","ssRNA(-)",15222,"complete","Spain",2019-02-01,"Human respiratory syncytial virus B isolate 340102033, complete genome"
"PP377160.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103014","ssRNA(-)",15223,"complete","Spain",2019-12-10,"Human respiratory syncytial virus B isolate 340103014, complete genome"
"PP377161.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101030","ssRNA(-)",15222,"complete","Finland",2018-02-10,"Human respiratory syncytial virus B isolate 358101030, complete genome"
"PP377162.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103011","ssRNA(-)",15221,"complete","Germany",2020-02-10,"Human respiratory syncytial virus B isolate 490103011, complete genome"
"PP377163.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103040","ssRNA(-)",15222,"complete","Russia",2020-03-10,"Human respiratory syncytial virus B isolate 070103040, complete genome"
"PP377164.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103042","ssRNA(-)",15178,"complete","Russia",2020-03-10,"Human respiratory syncytial virus B isolate 070103042, complete genome"
"PP377170.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102004","ssRNA(-)",15223,"complete","Spain",2018-12-11,"Human respiratory syncytial virus B isolate 340102004, complete genome"
"PP377172.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102011","ssRNA(-)",15223,"complete","Germany",2019-02-11,"Human respiratory syncytial virus B isolate 490102011, complete genome"
"PP377173.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102012","ssRNA(-)",15223,"complete","Germany",2019-02-11,"Human respiratory syncytial virus B isolate 490102012, complete genome"
"PP377174.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103027","ssRNA(-)",15222,"complete","Finland",2020-02-11,"Human respiratory syncytial virus B isolate 358103027, complete genome"
"PP377175.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103021","ssRNA(-)",15180,"complete","Russia",2020-02-11,"Human respiratory syncytial virus B isolate 070103021, complete genome"
"PP377176.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102047","ssRNA(-)",15222,"complete","Spain",2019-03-11,"Human respiratory syncytial virus B isolate 340102047, complete genome"
"PP377187.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102024","ssRNA(-)",15221,"complete","Netherlands",2018-12-12,"Human respiratory syncytial virus B isolate 310102024, complete genome"
"PP377188.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102020","ssRNA(-)",15223,"complete","Netherlands",2018-12-12,"Human respiratory syncytial virus B isolate 310102020, complete genome"
"PP377189.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103035","ssRNA(-)",15221,"complete","France",2019-12-12,"Human respiratory syncytial virus B isolate 330103035, complete genome"
"PP377190.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102020","ssRNA(-)",15223,"complete","Germany",2019-02-12,"Human respiratory syncytial virus B isolate 490102020, complete genome"
"PP377197.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101015","ssRNA(-)",15222,"complete","Finland",2018-01-13,"Human respiratory syncytial virus B isolate 358101015, complete genome"
"PP377198.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103005","ssRNA(-)",15180,"complete","Russia",2020-01-13,"Human respiratory syncytial virus B isolate 070103005, complete genome"
"PP377199.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102025","ssRNA(-)",15222,"complete","Netherlands",2018-12-13,"Human respiratory syncytial virus B isolate 310102025, complete genome"
"PP377200.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103032","ssRNA(-)",15223,"complete","Netherlands",2019-12-13,"Human respiratory syncytial virus B isolate 310103032, complete genome"
"PP377201.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103034","ssRNA(-)",15178,"complete","Netherlands",2019-12-13,"Human respiratory syncytial virus B isolate 310103034, complete genome"
"PP377202.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102021","ssRNA(-)",15222,"complete","Germany",2019-02-13,"Human respiratory syncytial virus B isolate 490102021, complete genome"
"PP377206.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102023","ssRNA(-)",15231,"complete","Spain",2019-01-14,"Human respiratory syncytial virus B isolate 340102023, complete genome"
"PP377207.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102024","ssRNA(-)",15223,"complete","Spain",2019-01-14,"Human respiratory syncytial virus B isolate 340102024, complete genome"
"PP377208.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102004","ssRNA(-)",15223,"complete","Germany",2019-01-14,"Human respiratory syncytial virus B isolate 490102004, complete genome"
"PP377211.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101005","ssRNA(-)",15222,"complete","Netherlands",2017-11-14,"Human respiratory syncytial virus B isolate 310101005, complete genome"
"PP377213.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103033","ssRNA(-)",15185,"complete","Netherlands",2019-12-14,"Human respiratory syncytial virus B isolate 310103033, complete genome"
"PP377214.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102022","ssRNA(-)",15222,"complete","Germany",2019-02-14,"Human respiratory syncytial virus B isolate 490102022, complete genome"
"PP377215.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103029","ssRNA(-)",15225,"complete","Finland",2020-02-14,"Human respiratory syncytial virus B isolate 358103029, complete genome"
"PP377216.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102035","ssRNA(-)",15222,"complete","Germany",2019-03-14,"Human respiratory syncytial virus B isolate 490102035, complete genome"
"PP377220.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101061","ssRNA(-)",15222,"complete","Netherlands",2018-01-15,"Human respiratory syncytial virus B isolate 310101061, complete genome"
"PP377221.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103002","ssRNA(-)",15223,"complete","France",2019-10-15,"Human respiratory syncytial virus B isolate 330103002, complete genome"
"PP377222.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101002","ssRNA(-)",15222,"complete","Spain",2017-11-15,"Human respiratory syncytial virus B isolate 340101002, complete genome"
"PP377223.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101022","ssRNA(-)",15222,"complete","Spain",2017-12-15,"Human respiratory syncytial virus B isolate 340101022, complete genome"
"PP377226.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101032","ssRNA(-)",15221,"complete","Finland",2018-02-15,"Human respiratory syncytial virus B isolate 358101032, complete genome"
"PP377233.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102025","ssRNA(-)",15221,"complete","Spain",2019-01-16,"Human respiratory syncytial virus B isolate 340102025, complete genome"
"PP377237.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103030","ssRNA(-)",15222,"complete","Netherlands",2019-12-16,"Human respiratory syncytial virus B isolate 310103030, complete genome"
"PP377240.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103050","ssRNA(-)",15179,"complete","Russia",2020-04-16,"Human respiratory syncytial virus B isolate 070103050, complete genome"
"PP377245.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101007","ssRNA(-)",15227,"complete","Netherlands",2017-11-17,"Human respiratory syncytial virus B isolate 310101007, complete genome"
"PP377248.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103026","ssRNA(-)",15178,"complete","Russia",2020-02-17,"Human respiratory syncytial virus B isolate 070103026, complete genome"
"PP377249.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103046","ssRNA(-)",15179,"complete","Russia",2020-03-17,"Human respiratory syncytial virus B isolate 070103046, complete genome"
