"","Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title","Collection_Year","Collection_Month","MMWRyear","MMWRweek","MMWRday","Collection_Season","Type"
"40","MZ515600.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8987-D02","ssRNA(-)",15276,"complete","United Kingdom",2018-12-05,"Human respiratory syncytial virus A isolate OX02-8987-D02, complete genome",2018,12,2018,49,4,"2018/2019","A"
"1154","MZ515601.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8832-D07","ssRNA(-)",15234,"partial","United Kingdom",2018-11-04,"Human respiratory syncytial virus B isolate OX02-8832-D07, partial genome",2018,11,2018,45,1,"2018/2019","B"
"41","MZ515602.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8513-V01","ssRNA(-)",15272,"partial","United Kingdom",2018-11-13,"Human respiratory syncytial virus A isolate OX02-8513-V01, partial genome",2018,11,2018,46,3,"2018/2019","A"
"1155","MZ515603.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0018-V01","ssRNA(-)",15272,"complete","Netherlands",2017-12-19,"Human respiratory syncytial virus B isolate UU02-0018-V01, complete genome",2017,12,2017,51,3,"2017/2018","B"
"42","MZ515604.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-9450-V01","ssRNA(-)",15276,"partial","United Kingdom",2019-12-30,"Human respiratory syncytial virus A isolate OX02-9450-V01, partial genome",2019,12,2020,1,2,"2019/2020","A"
"1156","MZ515605.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0069-V02","ssRNA(-)",15275,"complete","Netherlands",2019-01-15,"Human respiratory syncytial virus B isolate UU01A-0069-V02, complete genome",2019,1,2019,3,3,"2018/2019","B"
"43","MZ515606.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0153-D03","ssRNA(-)",15277,"complete","Netherlands",2019-11-27,"Human respiratory syncytial virus A isolate UU02-0153-D03, complete genome",2019,11,2019,48,4,"2019/2020","A"
"1157","MZ515607.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8961-D02","ssRNA(-)",15275,"complete","United Kingdom",2019-11-10,"Human respiratory syncytial virus B isolate OX02-8961-D02, complete genome",2019,11,2019,46,1,"2019/2020","B"
"1158","MZ515608.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0004-V01","ssRNA(-)",15274,"complete","Spain",2019-01-03,"Human respiratory syncytial virus B isolate SE02-0004-V01, complete genome",2019,1,2019,1,5,"2018/2019","B"
"44","MZ515609.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0006-V01","ssRNA(-)",15280,"complete","Spain",2019-01-10,"Human respiratory syncytial virus A isolate SE02-0006-V01, complete genome",2019,1,2019,2,5,"2018/2019","A"
"1159","MZ515610.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8521-V01","ssRNA(-)",15252,"partial","United Kingdom",2018-11-16,"Human respiratory syncytial virus B isolate OX02-8521-V01, partial genome",2018,11,2018,46,6,"2018/2019","B"
"1160","MZ515611.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0043-D02","ssRNA(-)",15276,"complete","Netherlands",2018-01-26,"Human respiratory syncytial virus B isolate UU02-0043-D02, complete genome",2018,1,2018,4,6,"2017/2018","B"
"1161","MZ515612.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0013-V01","ssRNA(-)",15275,"complete","Netherlands",2017-12-08,"Human respiratory syncytial virus B isolate UU02-0013-V01, complete genome",2017,12,2017,49,6,"2017/2018","B"
"1162","MZ515613.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","IM02-0002-V01","ssRNA(-)",15275,"complete","United Kingdom",2018-11-21,"Human respiratory syncytial virus B isolate IM02-0002-V01, complete genome",2018,11,2018,47,4,"2018/2019","B"
"45","MZ515614.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX01A-8998-V02","ssRNA(-)",15276,"complete","United Kingdom",2020-01-09,"Human respiratory syncytial virus A isolate OX01A-8998-V02, complete genome",2020,1,2020,2,5,"2019/2020","A"
"1163","MZ515615.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0023-V01","ssRNA(-)",15269,"partial","Netherlands",2017-12-20,"Human respiratory syncytial virus B isolate UU02-0023-V01, partial genome",2017,12,2017,51,4,"2017/2018","B"
"46","MZ515616.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0160-V01","ssRNA(-)",15276,"complete","Netherlands",2019-12-24,"Human respiratory syncytial virus A isolate UU02-0160-V01, complete genome",2019,12,2019,52,3,"2019/2020","A"
"47","MZ515617.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8566-V01","ssRNA(-)",15280,"complete","United Kingdom",2018-11-13,"Human respiratory syncytial virus A isolate OX02-8566-V01, complete genome",2018,11,2018,46,3,"2018/2019","A"
"48","MZ515618.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8054-V01","ssRNA(-)",14736,"partial","United Kingdom",2018-11-22,"Human respiratory syncytial virus A isolate OX02-8054-V01, partial genome",2018,11,2018,47,5,"2018/2019","A"
"49","MZ515619.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0160-V02","ssRNA(-)",15278,"complete","Spain",2019-12-30,"Human respiratory syncytial virus A isolate SE01A-0160-V02, complete genome",2019,12,2020,1,2,"2019/2020","A"
"50","MZ515620.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0045-V01","ssRNA(-)",15274,"complete","Netherlands",2018-01-26,"Human respiratory syncytial virus A isolate UU02-0045-V01, complete genome",2018,1,2018,4,6,"2017/2018","A"
"51","MZ515621.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8474-D04","ssRNA(-)",15282,"partial","United Kingdom",2018-12-07,"Human respiratory syncytial virus A isolate OX02-8474-D04, partial genome",2018,12,2018,49,6,"2018/2019","A"
"1164","MZ515622.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8961-D06","ssRNA(-)",15231,"complete","United Kingdom",2019-11-14,"Human respiratory syncytial virus B isolate OX02-8961-D06, complete genome",2019,11,2019,46,5,"2019/2020","B"
"52","MZ515623.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8711-D02","ssRNA(-)",15276,"complete","United Kingdom",2018-01-09,"Human respiratory syncytial virus A isolate OX02-8711-D02, complete genome",2018,1,2018,2,3,"2017/2018","A"
"1165","MZ515624.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0006-D07","ssRNA(-)",14727,"partial","Netherlands",2017-11-24,"Human respiratory syncytial virus B isolate UU02-0006-D07, partial genome",2017,11,2017,47,6,"2017/2018","B"
"1166","MZ515625.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0044-D05","ssRNA(-)",15274,"complete","Netherlands",2018-01-30,"Human respiratory syncytial virus B isolate UU02-0044-D05, complete genome",2018,1,2018,5,3,"2017/2018","B"
"53","MZ515626.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8086-D04","ssRNA(-)",15278,"complete","United Kingdom",2019-11-23,"Human respiratory syncytial virus A isolate OX02-8086-D04, complete genome",2019,11,2019,47,7,"2019/2020","A"
"1167","MZ515627.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8710-V01","ssRNA(-)",15275,"complete","United Kingdom",2018-10-25,"Human respiratory syncytial virus B isolate OX02-8710-V01, complete genome",2018,10,2018,43,5,"2018/2019","B"
"54","MZ515628.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0165-V02","ssRNA(-)",15280,"complete","Netherlands",2019-12-03,"Human respiratory syncytial virus A isolate UU01A-0165-V02, complete genome",2019,12,2019,49,3,"2019/2020","A"
"55","MZ515629.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0019-V01","ssRNA(-)",15277,"complete","Spain",2019-12-27,"Human respiratory syncytial virus A isolate SE02-0019-V01, complete genome",2019,12,2019,52,6,"2019/2020","A"
"1168","MZ515630.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","IM02-0002-D03","ssRNA(-)",15270,"partial","United Kingdom",2018-11-23,"Human respiratory syncytial virus B isolate IM02-0002-D03, partial genome",2018,11,2018,47,6,"2018/2019","B"
"56","MZ515631.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0217-V01","ssRNA(-)",15276,"complete","Netherlands",2019-12-18,"Human respiratory syncytial virus A isolate UU02-0217-V01, complete genome",2019,12,2019,51,4,"2019/2020","A"
"57","MZ515632.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0058-V01","ssRNA(-)",15274,"complete","Netherlands",2018-12-03,"Human respiratory syncytial virus A isolate UU02-0058-V01, complete genome",2018,12,2018,49,2,"2018/2019","A"
"58","MZ515633.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0021-V01","ssRNA(-)",15283,"complete","Spain",2019-12-29,"Human respiratory syncytial virus A isolate SE02-0021-V01, complete genome",2019,12,2020,1,1,"2019/2020","A"
"59","MZ515634.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0134-V02","ssRNA(-)",15279,"complete","Netherlands",2019-12-13,"Human respiratory syncytial virus A isolate UU01A-0134-V02, complete genome",2019,12,2019,50,6,"2019/2020","A"
"1169","MZ515635.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8961-V01","ssRNA(-)",15275,"complete","United Kingdom",2019-11-09,"Human respiratory syncytial virus B isolate OX02-8961-V01, complete genome",2019,11,2019,45,7,"2019/2020","B"
"1170","MZ515636.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX01A-8272-V02","ssRNA(-)",15274,"complete","United Kingdom",2019-12-12,"Human respiratory syncytial virus B isolate OX01A-8272-V02, complete genome",2019,12,2019,50,5,"2019/2020","B"
"1171","MZ515637.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8758-D02","ssRNA(-)",15276,"complete","United Kingdom",2018-12-18,"Human respiratory syncytial virus B isolate OX02-8758-D02, complete genome",2018,12,2018,51,3,"2018/2019","B"
"1172","MZ515638.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0024-V01","ssRNA(-)",15276,"complete","Spain",2020-01-08,"Human respiratory syncytial virus B isolate SE02-0024-V01, complete genome",2020,1,2020,2,4,"2019/2020","B"
"1173","MZ515639.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0066-V02","ssRNA(-)",15271,"complete","Netherlands",2018-12-04,"Human respiratory syncytial virus B isolate UU01A-0066-V02, complete genome",2018,12,2018,49,3,"2018/2019","B"
"60","MZ515640.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0141-V02","ssRNA(-)",15276,"complete","Spain",2019-12-31,"Human respiratory syncytial virus A isolate SE01A-0141-V02, complete genome",2019,12,2020,1,3,"2019/2020","A"
"61","MZ515641.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0040-D03","ssRNA(-)",15273,"complete","Netherlands",2018-01-18,"Human respiratory syncytial virus A isolate UU02-0040-D03, complete genome",2018,1,2018,3,5,"2017/2018","A"
"62","MZ515642.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0001-D05","ssRNA(-)",14622,"partial","Spain",2018-12-08,"Human respiratory syncytial virus A isolate SE02-0001-D05, partial genome",2018,12,2018,49,7,"2018/2019","A"
"63","MZ515643.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0175-V02","ssRNA(-)",15276,"complete","Netherlands",2019-12-05,"Human respiratory syncytial virus A isolate UU01A-0175-V02, complete genome",2019,12,2019,49,5,"2019/2020","A"
"1174","MZ515644.1","Human respiratory syncytial virus B","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0043-D05","ssRNA(-)",15273,"partial","Netherlands",2018-01-29,"Human respiratory syncytial virus B isolate UU02-0043-D05, partial genome",2018,1,2018,5,2,"2017/2018","B"
"64","MZ515645.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8438-V01","ssRNA(-)",15276,"complete","United Kingdom",2019-11-12,"Human respiratory syncytial virus A isolate OX02-8438-V01, complete genome",2019,11,2019,46,3,"2019/2020","A"
"65","MZ515646.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-9328-V01","ssRNA(-)",15275,"complete","United Kingdom",2019-11-23,"Human respiratory syncytial virus A isolate OX02-9328-V01, complete genome",2019,11,2019,47,7,"2019/2020","A"
"66","MZ515647.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8382-V01","ssRNA(-)",15280,"complete","United Kingdom",2018-11-20,"Human respiratory syncytial virus A isolate OX02-8382-V01, complete genome",2018,11,2018,47,3,"2018/2019","A"
