"Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title","MMWRyear","MMWRweek","Collection_Season","Type","clade","G_clade"
"MZ515688.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0120-V02","ssRNA(-)",15276,"complete","Spain",2019-11-25,"Human respiratory syncytial virus A isolate SE01A-0120-V02, complete genome",2019,48,"2019/2020","A","A.D.1","GA2.3.5"
"MZ515689.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8492-V01","ssRNA(-)",15277,"complete","United Kingdom",2018-12-19,"Human respiratory syncytial virus A isolate OX02-8492-V01, complete genome",2018,51,"2018/2019","A","A.D.1","GA2.3.5"
"MZ515690.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0155-D03","ssRNA(-)",15280,"complete","Netherlands",2019-12-13,"Human respiratory syncytial virus A isolate UU02-0155-D03, complete genome",2019,50,"2019/2020","A","A.D","GA2.3.5"
"MZ515692.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0001-V01","ssRNA(-)",15278,"complete","Spain",2018-12-04,"Human respiratory syncytial virus A isolate SE02-0001-V01, complete genome",2018,49,"2018/2019","A","A.D.3","GA2.3.5"
"MZ515693.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0023-D03","ssRNA(-)",15279,"complete","Spain",2020-01-05,"Human respiratory syncytial virus A isolate SE02-0023-D03, complete genome",2020,2,"2019/2020","A","A.D.3","GA2.3.5"
"MZ515695.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8032-D02","ssRNA(-)",15271,"complete","United Kingdom",2018-11-09,"Human respiratory syncytial virus A isolate OX02-8032-D02, complete genome",2018,45,"2018/2019","A","A.D.2.2","GA2.3.5"
"MZ515696.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0184-V02","ssRNA(-)",15276,"complete","Netherlands",2019-12-02,"Human respiratory syncytial virus A isolate UU01A-0184-V02, complete genome",2019,49,"2019/2020","A","A.D.2.1","GA2.3.5"
"MZ515700.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0154-D05","ssRNA(-)",15280,"complete","Netherlands",2019-12-27,"Human respiratory syncytial virus A isolate UU02-0154-D05, complete genome",2019,52,"2019/2020","A","A.D.1","GA2.3.5"
"MZ515701.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0126-V02","ssRNA(-)",15273,"complete","Netherlands",2019-12-13,"Human respiratory syncytial virus A isolate UU01A-0126-V02, complete genome",2019,50,"2019/2020","A","A.D.2.1","GA2.3.5"
"MZ515702.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0155-D04","ssRNA(-)",15277,"partial","Netherlands",2019-12-14,"Human respiratory syncytial virus A isolate UU02-0155-D04, partial genome",2019,50,"2019/2020","A","A.D","GA2.3.5"
"MZ515703.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0047-V01","ssRNA(-)",15275,"complete","Netherlands",2018-02-02,"Human respiratory syncytial virus A isolate UU02-0047-V01, complete genome",2018,5,"2017/2018","A","A.D.2.2","GA2.3.5"
"MZ515705.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0010-D02","ssRNA(-)",15066,"partial","Netherlands",2017-12-28,"Human respiratory syncytial virus A isolate UU02-0010-D02, partial genome",2017,52,"2017/2018","A","A.D","GA2.3.5"
"MZ515706.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0106-V02","ssRNA(-)",15275,"complete","Spain",2020-01-15,"Human respiratory syncytial virus A isolate SE01A-0106-V02, complete genome",2020,3,"2019/2020","A","A.D.1","GA2.3.5"
"MZ515709.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0165-D02","ssRNA(-)",15273,"complete","Netherlands",2020-01-08,"Human respiratory syncytial virus A isolate UU02-0165-D02, complete genome",2020,2,"2019/2020","A","A.D.2.1","GA2.3.5"
"MZ515717.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0103-V02","ssRNA(-)",15277,"complete","Netherlands",2019-12-18,"Human respiratory syncytial virus A isolate UU01A-0103-V02, complete genome",2019,51,"2019/2020","A","A.D.1","GA2.3.5"
"MZ515718.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0136-V02","ssRNA(-)",15273,"complete","Netherlands",2019-12-20,"Human respiratory syncytial virus A isolate UU01A-0136-V02, complete genome",2019,51,"2019/2020","A","A.D","GA2.3.5"
"MZ515720.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0165-V01","ssRNA(-)",15273,"complete","Netherlands",2020-01-07,"Human respiratory syncytial virus A isolate UU02-0165-V01, complete genome",2020,2,"2019/2020","A","A.D.2.1","GA2.3.5"
"MZ515722.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0060-V02","ssRNA(-)",15019,"partial","Netherlands",2018-11-30,"Human respiratory syncytial virus A isolate UU01A-0060-V02, partial genome",2018,48,"2018/2019","A","A.D.3","GA2.3.5"
"MZ515723.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8703-V01","ssRNA(-)",15279,"complete","United Kingdom",2019-11-21,"Human respiratory syncytial virus A isolate OX02-8703-V01, complete genome",2019,47,"2019/2020","A","A.D.3","GA2.3.5"
"MZ515731.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0070-V01","ssRNA(-)",15274,"complete","Netherlands",2018-12-18,"Human respiratory syncytial virus A isolate UU02-0070-V01, complete genome",2018,51,"2018/2019","A","A.D.3","GA2.3.5"
"MZ515734.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0112-V02","ssRNA(-)",15250,"complete","Netherlands",2019-12-10,"Human respiratory syncytial virus A isolate UU01A-0112-V02, complete genome",2019,50,"2019/2020","A","A.D.1","GA2.3.5"
"MZ515735.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0021-D04","ssRNA(-)",15286,"complete","Spain",2020-01-01,"Human respiratory syncytial virus A isolate SE02-0021-D04, complete genome",2020,1,"2019/2020","A","A.D.2.2.1","GA2.3.5"
"MZ515737.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0100-D04","ssRNA(-)",15277,"complete","Spain",2019-11-29,"Human respiratory syncytial virus A isolate SE02-0100-D04, complete genome",2019,48,"2019/2020","A","A.D.1","GA2.3.5"
"MZ515739.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8663-D05","ssRNA(-)",14409,"partial","United Kingdom",2018-10-26,"Human respiratory syncytial virus A isolate OX02-8663-D05, partial genome",2018,43,"2018/2019","A","A.D","GA2.3.5"
"MZ515740.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0093-V01","ssRNA(-)",15277,"complete","Netherlands",2019-01-10,"Human respiratory syncytial virus A isolate UU02-0093-V01, complete genome",2019,2,"2018/2019","A","A.D.2.2","GA2.3.5"
"MZ515741.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0157-V01","ssRNA(-)",15273,"partial","Netherlands",2019-12-16,"Human respiratory syncytial virus A isolate UU02-0157-V01, partial genome",2019,51,"2019/2020","A","A.D.2.1","GA2.3.5"
"MZ515744.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0164-V02","ssRNA(-)",15280,"complete","Netherlands",2019-12-30,"Human respiratory syncytial virus A isolate UU01A-0164-V02, complete genome",2020,1,"2019/2020","A","A.D.1","GA2.3.5"
"MZ515749.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8271-V01","ssRNA(-)",15274,"complete","United Kingdom",2019-11-13,"Human respiratory syncytial virus A isolate OX02-8271-V01, complete genome",2019,46,"2019/2020","A","A.D.5.1","GA2.3.5"
"MZ515750.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0103-D03","ssRNA(-)",15282,"partial","Spain",2019-12-21,"Human respiratory syncytial virus A isolate SE02-0103-D03, partial genome",2019,51,"2019/2020","A","A.D.1","GA2.3.5"
"MZ515752.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8132-V01","ssRNA(-)",15283,"complete","United Kingdom",2018-12-05,"Human respiratory syncytial virus A isolate OX02-8132-V01, complete genome",2018,49,"2018/2019","A","A.D.3","GA2.3.5"
"MZ515755.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8608-D02","ssRNA(-)",15272,"complete","United Kingdom",2018-11-21,"Human respiratory syncytial virus A isolate OX02-8608-D02, complete genome",2018,47,"2018/2019","A","A.D.1","GA2.3.5"
"MZ515758.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0100-V01","ssRNA(-)",15274,"complete","Spain",2019-11-26,"Human respiratory syncytial virus A isolate SE02-0100-V01, complete genome",2019,48,"2019/2020","A","A.D.1","GA2.3.5"
"MZ515760.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0001-D03","ssRNA(-)",15279,"complete","Spain",2018-12-06,"Human respiratory syncytial virus A isolate SE02-0001-D03, complete genome",2018,49,"2018/2019","A","A.D.3","GA2.3.5"
"MZ515766.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0096-V02","ssRNA(-)",15273,"complete","Netherlands",2019-10-28,"Human respiratory syncytial virus A isolate UU01A-0096-V02, complete genome",2019,44,"2019/2020","A","A.D.2.1","GA2.3.5"
"MZ515768.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8054-D02","ssRNA(-)",15181,"complete","United Kingdom",2018-11-23,"Human respiratory syncytial virus A isolate OX02-8054-D02, complete genome",2018,47,"2018/2019","A","A.D.1","GA2.3.5"
"MZ515772.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8937-V01","ssRNA(-)",15274,"complete","United Kingdom",2018-12-14,"Human respiratory syncytial virus A isolate OX02-8937-V01, complete genome",2018,50,"2018/2019","A","A.D.1","GA2.3.5"
"MZ515773.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE01A-0167-V02","ssRNA(-)",15281,"complete","Spain",2020-01-02,"Human respiratory syncytial virus A isolate SE01A-0167-V02, complete genome",2020,1,"2019/2020","A","A.D.1","GA2.3.5"
"MZ515777.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0103-D02","ssRNA(-)",15276,"complete","Spain",2019-12-20,"Human respiratory syncytial virus A isolate SE02-0103-D02, complete genome",2019,51,"2019/2020","A","A.D.1","GA2.3.5"
"MZ515780.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0164-V01","ssRNA(-)",15276,"complete","Netherlands",2019-12-30,"Human respiratory syncytial virus A isolate UU02-0164-V01, complete genome",2020,1,"2019/2020","A","A.D.5","GA2.3.5"
"MZ515781.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0021-D05","ssRNA(-)",15283,"complete","Spain",2020-01-02,"Human respiratory syncytial virus A isolate SE02-0021-D05, complete genome",2020,1,"2019/2020","A","A.D.2.2.1","GA2.3.5"
"MZ515782.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8635-V01","ssRNA(-)",15276,"complete","United Kingdom",2018-12-20,"Human respiratory syncytial virus A isolate OX02-8635-V01, complete genome",2018,51,"2018/2019","A","A.D.5","GA2.3.5"
"MZ515784.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-9216-V01","ssRNA(-)",15276,"complete","United Kingdom",2019-12-03,"Human respiratory syncytial virus A isolate OX02-9216-V01, complete genome",2019,49,"2019/2020","A","A.D.1","GA2.3.5"
"MZ515788.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8448-V01","ssRNA(-)",15235,"partial","United Kingdom",2018-11-22,"Human respiratory syncytial virus A isolate OX02-8448-V01, partial genome",2018,47,"2018/2019","A","A.D.1","GA2.3.5"
"MZ515789.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0038-V01","ssRNA(-)",15274,"complete","Netherlands",2018-01-12,"Human respiratory syncytial virus A isolate UU02-0038-V01, complete genome",2018,2,"2017/2018","A","A.D.1","GA2.3.5"
"MZ515790.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU02-0202-V01","ssRNA(-)",15280,"complete","Netherlands",2019-11-21,"Human respiratory syncytial virus A isolate UU02-0202-V01, complete genome",2019,47,"2019/2020","A","A.D.1","GA2.3.5"
"MZ515795.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-8132-D02","ssRNA(-)",15279,"complete","United Kingdom",2018-12-06,"Human respiratory syncytial virus A isolate OX02-8132-D02, complete genome",2018,49,"2018/2019","A","A.D.3","GA2.3.5"
"MZ515796.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0102-D02","ssRNA(-)",15294,"partial","Spain",2019-12-20,"Human respiratory syncytial virus A isolate SE02-0102-D02, partial genome",2019,51,"2019/2020","A","A.D.2.2.1","GA2.3.5"
"MZ515797.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","SE02-0021-D06","ssRNA(-)",15281,"complete","Spain",2020-01-03,"Human respiratory syncytial virus A isolate SE02-0021-D06, complete genome",2020,1,"2019/2020","A","A.D.2.2.1","GA2.3.5"
"MZ515800.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","IM02-0006-V01","ssRNA(-)",15276,"complete","United Kingdom",2018-12-17,"Human respiratory syncytial virus A isolate IM02-0006-V01, complete genome",2018,51,"2018/2019","A","A.D","GA2.3.5"
"MZ515801.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","UU01A-0123-V02","ssRNA(-)",15276,"complete","Netherlands",2019-11-25,"Human respiratory syncytial virus A isolate UU01A-0123-V02, complete genome",2019,48,"2019/2020","A","A.D.2.1","GA2.3.5"
"MZ515802.1","Human respiratory syncytial virus A","Oxford Vaccine Group, Department of Paediatrics, University of Oxford","United Kingdom","OX02-9839-V01","ssRNA(-)",15271,"complete","United Kingdom",2019-12-03,"Human respiratory syncytial virus A isolate OX02-9839-V01, complete genome",2019,49,"2019/2020","A","A.D","GA2.3.5"
